,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,test_number
282,2024-04-15 11:18:37+00:00,280,2,1657.0,3,10M,2.38,5.0,0.77,90.0,1,0.29,1,100.0,0.0,2.0,34291.0,0.0,11469.0,51.0,5.0,1.0,90.0,2.0
290,2024-04-15 11:18:45+00:00,289,2,956.0,3,10M,2.61,3.37,0.7,90.0,1,0.32,1,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
296,2024-04-15 11:18:51+00:00,301,2,1402.0,1,10M,2.18,6.21,0.76,90.0,1,0.27,1,100.0,0.0,3.0,34339.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
301,2024-04-15 11:18:56+00:00,306,2,1443.67,1,10M,2.16,7.98,0.78,90.0,1,0.26,1,100.0,0.0,4.0,34365.0,1.0,11492.0,51.0,5.0,1.0,90.0,2.0
311,2024-04-15 11:19:06+00:00,309,2,1423.33,3,10M,2.29,5.88,0.79,90.0,1,0.28,1,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
326,2024-04-15 11:19:21+00:00,328,2,1605.0,2,10M,1.86,6.89,0.79,90.0,1,0.23,1,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
337,2024-04-15 11:19:32+00:00,339,2,1323.5,2,10M,2.6,4.23,0.73,90.0,1,0.32,1,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
342,2024-04-15 11:19:37+00:00,340,2,1383.0,3,10M,2.21,6.35,0.78,90.0,1,0.27,1,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
346,2024-04-15 11:19:41+00:00,343,2,1303.0,3,10M,2.33,4.03,0.75,90.0,1,0.28,1,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
355,2024-04-15 11:19:50+00:00,353,2,1133.5,3,10M,2.5,4.98,0.75,90.0,1,0.3,1,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
360,2024-04-15 11:19:55+00:00,362,2,1552.0,2,10M,2.3,4.56,0.75,90.0,1,0.28,1,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
365,2024-04-15 11:20:00+00:00,362,2,1261.67,3,10M,1.98,7.62,0.78,90.0,1,0.24,1,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
383,2024-04-15 11:20:18+00:00,387,2,1177.5,1,10M,2.54,6.56,0.74,90.0,1,0.31,1,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
388,2024-04-15 11:20:23+00:00,389,2,1229.0,2,10M,2.1,7.67,0.77,90.0,1,0.26,1,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
392,2024-04-15 11:20:27+00:00,393,2,1275.67,2,10M,2.34,3.6,0.75,90.0,1,0.29,1,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
406,2024-04-15 11:20:41+00:00,410,2,1323.0,1,10M,2.31,7.31,0.76,90.0,1,0.28,1,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
411,2024-04-15 11:20:46+00:00,408,2,1049.0,3,10M,2.52,4.68,0.73,90.0,1,0.31,1,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
415,2024-04-15 11:20:50+00:00,419,2,1576.5,1,10M,2.0,7.8,0.77,90.0,1,0.24,1,100.0,0.0,4.0,34364.0,1.0,11492.0,51.0,5.0,1.0,90.0,2.0
425,2024-04-15 11:21:00+00:00,428,2,1055.0,1,10M,2.89,5.03,0.71,90.0,1,0.35,1,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
439,2024-04-15 11:21:14+00:00,442,2,1329.0,1,10M,2.12,5.72,0.76,90.0,1,0.26,1,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
444,2024-04-15 11:21:19+00:00,444,2,1348.33,2,10M,2.29,8.86,0.78,90.0,1,0.28,1,100.0,0.0,3.0,34363.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
457,2024-04-15 11:21:32+00:00,460,2,990.0,1,10M,2.87,5.91,0.73,90.0,1,0.35,1,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
475,2024-04-15 11:21:50+00:00,470,2,1109.0,3,10M,2.65,5.3,0.75,90.0,1,0.32,1,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
483,2024-04-15 11:21:58+00:00,486,2,1224.0,1,10M,2.57,4.37,0.74,90.0,1,0.31,1,100.0,0.0,1.0,34397.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
487,2024-04-15 11:22:02+00:00,486,2,1127.67,2,10M,2.6,7.56,0.72,90.0,1,0.32,1,100.0,0.0,3.0,34339.0,1.0,11480.0,51.0,5.0,1.0,90.0,2.0
491,2024-04-15 11:22:06+00:00,494,2,1009.67,1,10M,2.87,5.66,0.71,90.0,1,0.35,1,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
500,2024-04-15 11:22:15+00:00,499,2,1216.5,2,10M,2.44,6.86,0.75,90.0,1,0.3,1,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
508,2024-04-15 11:22:23+00:00,510,2,1189.0,1,10M,2.72,5.19,0.73,90.0,1,0.33,1,100.0,0.0,0.0,34384.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
512,2024-04-15 11:22:27+00:00,507,2,1194.5,3,10M,2.76,4.19,0.75,90.0,1,0.34,1,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
516,2024-04-15 11:22:31+00:00,515,2,1075.33,2,10M,2.86,3.55,0.71,90.0,1,0.35,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
520,2024-04-15 11:22:35+00:00,515,2,1051.5,3,10M,2.86,4.63,0.71,90.0,1,0.35,1,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
524,2024-04-15 11:22:39+00:00,518,2,1102.0,3,10M,2.93,6.32,0.69,90.0,1,0.36,1,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
538,2024-04-15 11:22:53+00:00,532,2,1416.0,3,10M,2.08,5.91,0.78,90.0,1,0.25,1,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
543,2024-04-15 11:22:58+00:00,541,2,1308.67,2,10M,2.19,5.37,0.75,90.0,1,0.27,1,100.0,0.0,2.0,34327.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
552,2024-04-15 11:23:07+00:00,546,2,1071.67,3,10M,2.34,6.71,0.75,90.0,1,0.29,1,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
556,2024-04-15 11:23:11+00:00,558,2,1100.0,1,10M,2.91,6.43,0.69,90.0,1,0.36,1,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
565,2024-04-15 11:23:20+00:00,563,2,1289.0,2,10M,2.49,9.73,0.76,90.0,1,0.3,1,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
569,2024-04-15 11:23:24+00:00,563,2,1085.0,3,10M,2.58,3.52,0.75,90.0,1,0.32,1,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
578,2024-04-15 11:23:33+00:00,579,2,1137.0,1,10M,2.78,3.45,0.73,90.0,1,0.34,1,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
585,2024-04-15 11:23:40+00:00,586,2,1148.5,1,10M,2.77,3.91,0.72,90.0,1,0.34,1,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
589,2024-04-15 11:23:44+00:00,583,2,986.5,3,10M,2.94,3.51,0.69,90.0,1,0.36,1,100.0,0.0,1.0,34385.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
593,2024-04-15 11:23:48+00:00,587,2,991.0,3,10M,2.63,6.23,0.71,90.0,1,0.32,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
597,2024-04-15 11:23:52+00:00,598,2,1122.0,1,10M,2.73,6.65,0.72,90.0,1,0.33,1,100.0,0.0,1.0,34326.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
614,2024-04-15 11:24:09+00:00,607,2,979.0,3,10M,2.74,5.56,0.73,90.0,1,0.33,1,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
622,2024-04-15 11:24:17+00:00,619,2,1119.0,2,10M,2.71,10.8,0.72,90.0,1,0.33,1,100.0,0.0,1.0,34373.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
626,2024-04-15 11:24:21+00:00,626,2,1104.0,1,10M,2.64,3.88,0.72,90.0,1,0.32,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
634,2024-04-15 11:24:29+00:00,634,2,1045.0,1,10M,2.89,3.82,0.72,90.0,1,0.35,1,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
638,2024-04-15 11:24:33+00:00,631,2,992.5,3,10M,2.82,3.72,0.71,90.0,1,0.34,1,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
643,2024-04-15 11:24:38+00:00,636,2,1539.0,3,10M,2.27,5.98,0.74,90.0,1,0.28,1,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
673,2024-04-15 11:25:08+00:00,669,2,1184.0,2,10M,2.76,3.87,0.74,90.0,1,0.33,1,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
686,2024-04-15 11:25:21+00:00,678,2,1306.0,3,10M,2.36,5.51,0.74,90.0,1,0.29,1,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
690,2024-04-15 11:25:25+00:00,689,2,1285.0,1,10M,2.5,5.36,0.73,90.0,1,0.31,1,100.0,0.0,4.0,34364.0,1.0,11492.0,51.0,5.0,1.0,90.0,2.0
712,2024-04-15 11:25:47+00:00,707,2,1496.5,2,10M,2.14,5.69,0.76,90.0,1,0.26,1,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
718,2024-04-15 11:25:53+00:00,717,2,1563.75,1,10M,2.02,7.92,0.79,90.0,1,0.25,1,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
728,2024-04-15 11:26:03+00:00,723,2,1302.0,2,10M,2.15,10.71,0.79,90.0,1,0.26,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
733,2024-04-15 11:26:08+00:00,728,2,1524.0,2,10M,2.12,4.94,0.78,90.0,1,0.26,1,100.0,0.0,1.0,34373.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
744,2024-04-15 11:26:19+00:00,739,2,1356.67,2,10M,2.24,5.81,0.77,90.0,1,0.27,1,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
749,2024-04-15 11:26:24+00:00,740,2,1639.0,3,10M,2.17,6.62,0.79,90.0,1,0.26,1,100.0,0.0,1.0,34385.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
766,2024-04-15 11:26:41+00:00,756,2,1665.0,3,10M,1.81,6.5,0.79,90.0,1,0.22,1,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
772,2024-04-15 11:26:47+00:00,766,2,1877.0,2,10M,1.68,11.74,0.84,90.0,1,0.2,1,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
780,2024-04-15 11:26:55+00:00,769,2,1774.5,3,10M,1.61,12.39,0.83,90.0,1,0.2,1,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
796,2024-04-15 11:27:11+00:00,786,2,2364.5,3,10M,1.88,10.08,0.85,90.0,1,0.23,1,100.0,0.0,1.0,34361.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
800,2024-04-15 11:27:15+00:00,794,2,1189.33,2,10M,2.65,5.17,0.71,90.0,1,0.32,1,100.0,0.0,3.0,34304.0,0.0,11470.0,51.0,5.0,1.0,90.0,2.0
810,2024-04-15 11:27:25+00:00,800,2,1382.5,3,10M,2.31,6.19,0.75,90.0,1,0.28,1,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
815,2024-04-15 11:27:30+00:00,812,2,1134.0,1,10M,2.58,4.72,0.74,90.0,1,0.31,1,100.0,0.0,3.0,34374.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
825,2024-04-15 11:27:40+00:00,814,2,1378.5,3,10M,2.28,6.83,0.78,90.0,1,0.28,1,100.0,0.0,1.0,34397.0,0.0,11504.0,51.0,5.0,1.0,90.0,2.0
841,2024-04-15 11:27:56+00:00,834,2,1567.0,2,10M,1.94,7.87,0.82,90.0,1,0.24,1,100.0,0.0,2.0,34386.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
846,2024-04-15 11:28:01+00:00,842,2,1225.5,1,10M,2.54,5.21,0.74,90.0,1,0.31,1,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
868,2024-04-15 11:28:23+00:00,864,2,1768.0,1,10M,2.09,6.95,0.79,90.0,1,0.25,1,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
901,2024-04-15 11:28:56+00:00,888,2,1745.8,3,10M,159.97,8.75,0.78,90.0,1,0.22,1,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
910,2024-04-15 11:29:05+00:00,902,2,3249.0,2,10M,42.85,42.55,0.85,90.0,1,0.12,1,100.0,0.0,5.0,34401.0,1.0,11505.0,51.0,5.0,1.0,90.0,2.0
921,2024-04-15 11:29:16+00:00,909,2,1474.0,3,10M,1.99,8.55,0.81,90.0,1,0.24,1,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,2.0
926,2024-04-15 11:29:21+00:00,918,2,1399.67,2,10M,2.24,9.75,0.77,90.0,1,0.27,1,100.0,0.0,4.0,34341.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
947,2024-04-15 11:29:42+00:00,942,2,2062.0,1,10M,147.99,13.98,0.86,90.0,1,0.18,1,100.0,0.0,2.0,34339.0,0.0,11480.0,51.0,5.0,1.0,90.0,2.0
967,2024-04-15 11:30:02+00:00,961,2,2216.0,1,10M,1.57,9.58,0.83,90.0,1,0.19,1,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
978,2024-04-15 11:30:13+00:00,969,2,1819.0,2,10M,1.78,9.19,0.82,90.0,1,0.22,1,100.0,0.0,2.0,34326.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
988,2024-04-15 11:30:23+00:00,978,2,1417.33,2,10M,2.34,5.66,0.77,90.0,1,0.29,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
992,2024-04-15 11:30:27+00:00,986,2,1292.0,1,10M,2.57,4.86,0.74,90.0,1,0.31,1,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
997,2024-04-15 11:30:32+00:00,991,2,1250.67,1,10M,2.38,6.68,0.75,90.0,1,0.29,1,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
1006,2024-04-15 11:30:41+00:00,996,2,1228.25,2,10M,2.55,4.63,0.73,90.0,1,0.31,1,100.0,0.0,3.0,34363.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
1016,2024-04-15 11:30:51+00:00,1002,2,1271.5,3,10M,2.06,7.46,0.81,90.0,1,0.25,1,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
1021,2024-04-15 11:30:56+00:00,1007,2,1410.0,3,10M,2.25,6.15,0.72,90.0,1,0.28,1,100.0,0.0,1.0,34397.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
1036,2024-04-15 11:31:11+00:00,1029,2,1832.0,1,10M,2.03,6.42,0.77,90.0,1,0.25,1,100.0,0.0,1.0,34361.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
1040,2024-04-15 11:31:15+00:00,1030,2,1429.5,2,10M,2.34,5.88,0.79,90.0,1,0.28,1,100.0,0.0,4.0,34387.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
1051,2024-04-15 11:31:26+00:00,1040,2,1543.0,2,10M,2.31,6.16,0.79,90.0,1,0.28,1,100.0,0.0,0.0,34325.0,0.0,11480.0,51.0,5.0,1.0,90.0,2.0
1065,2024-04-15 11:31:40+00:00,1058,2,1203.0,1,10M,2.42,4.69,0.74,90.0,1,0.3,1,100.0,0.0,0.0,34372.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
1075,2024-04-15 11:31:50+00:00,1068,2,1576.0,1,10M,2.15,6.57,0.77,90.0,1,0.26,1,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
1092,2024-04-15 11:32:07+00:00,1077,2,1084.5,3,10M,2.71,8.55,0.73,90.0,1,0.33,1,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
1096,2024-04-15 11:32:11+00:00,1089,2,922.0,1,10M,2.74,3.32,0.7,90.0,1,0.33,1,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
1100,2024-04-15 11:32:15+00:00,1089,2,1182.0,2,10M,2.52,5.22,0.73,90.0,1,0.31,1,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
1117,2024-04-15 11:32:32+00:00,1109,2,1415.0,1,10M,2.62,5.75,0.75,90.0,1,0.32,1,100.0,0.0,0.0,34301.0,0.0,11470.0,51.0,5.0,1.0,90.0,2.0
1121,2024-04-15 11:32:36+00:00,1113,2,1275.0,1,10M,2.78,6.5,0.71,90.0,1,0.34,1,100.0,0.0,1.0,34444.0,0.0,11515.0,51.0,5.0,1.0,90.0,2.0
1130,2024-04-15 11:32:45+00:00,1123,2,1214.0,1,10M,2.44,3.51,0.75,90.0,1,0.3,1,100.0,0.0,3.0,33925.0,1.0,11339.0,51.0,5.0,1.0,90.0,2.0
1135,2024-04-15 11:32:50+00:00,1120,2,320.0,3,10M,0.0,7.19,0.0,90.0,1,0.0,1,100.0,0.0,7.0,34166.0,2.0,11422.0,51.0,7.0,1.0,86.0,2.0
1141,2024-04-15 11:32:56+00:00,1134,2,202.2,1,10M,0.0,7.19,0.0,90.0,1,0.0,1,100.0,0.0,12.0,9549.0,4.0,3191.0,51.0,49.0,1.0,5.0,2.0
1145,2024-04-15 11:33:00+00:00,1138,2,178.1,1,10M,0.0,7.19,0.0,90.0,1,0.0,1,100.0,0.0,8.0,8.0,2.0,2.0,51.0,49.0,1.0,5.0,2.0
1149,2024-04-15 11:33:04+00:00,1142,2,106.9,1,10M,0.0,7.19,0.0,90.0,1,0.0,1,100.0,0.0,8.0,8.0,3.0,2.0,51.0,49.0,1.0,5.0,2.0
1154,2024-04-15 11:33:09+00:00,1147,2,171.57,1,10M,0.0,7.19,0.0,90.0,1,0.0,1,100.0,0.0,10.0,10.0,3.0,3.0,51.0,49.0,1.0,5.0,2.0
1159,2024-04-15 11:33:14+00:00,1152,2,168.25,1,10M,0.0,7.19,0.0,90.0,1,0.0,1,100.0,0.0,9.0,9.0,2.0,2.0,51.0,49.0,1.0,5.0,2.0
29,2024-04-15 11:35:18+00:00,20,3,1463.0,1,10M,2.08,8.07,0.79,90.0,1,0.25,2,100.0,0.0,0.0,34396.0,0.0,11504.0,51.0,5.0,1.0,90.0,3.0
35,2024-04-15 11:35:24+00:00,31,3,1549.75,3,10M,1.96,7.98,0.81,90.0,1,0.24,2,100.0,0.0,4.0,34341.0,1.0,11482.0,51.0,5.0,1.0,90.0,3.0
49,2024-04-15 11:35:38+00:00,45,3,1272.33,3,10M,2.45,7.0,0.72,90.0,1,0.3,2,100.0,0.0,2.0,34410.0,0.0,11503.0,51.0,5.0,1.0,90.0,3.0
58,2024-04-15 11:35:47+00:00,57,3,1150.0,2,10M,2.3,9.28,0.75,90.0,1,0.28,2,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
62,2024-04-15 11:35:51+00:00,62,3,1446.5,2,10M,2.29,8.93,0.79,90.0,1,0.28,2,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
67,2024-04-15 11:35:56+00:00,62,3,1126.0,3,10M,2.56,5.67,0.71,90.0,1,0.31,2,100.0,0.0,3.0,34410.0,0.0,11504.0,51.0,5.0,1.0,90.0,3.0
71,2024-04-15 11:36:00+00:00,66,3,1155.0,3,10M,2.28,7.82,0.75,90.0,1,0.28,2,100.0,0.0,3.0,34328.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
84,2024-04-15 11:36:13+00:00,79,3,1293.0,3,10M,2.51,5.86,0.75,90.0,1,0.31,2,100.0,0.0,0.0,34408.0,0.0,11504.0,51.0,5.0,1.0,90.0,3.0
88,2024-04-15 11:36:17+00:00,87,3,1088.5,2,10M,2.77,5.53,0.73,90.0,1,0.34,2,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
97,2024-04-15 11:36:26+00:00,92,3,1098.0,3,10M,2.58,6.16,0.72,90.0,1,0.32,2,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
101,2024-04-15 11:36:30+00:00,100,3,1191.0,2,10M,2.6,8.42,0.75,90.0,1,0.32,2,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,3.0
119,2024-04-15 11:36:48+00:00,112,3,2106.33,3,10M,1.64,10.18,0.82,90.0,1,0.2,2,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
132,2024-04-15 11:37:01+00:00,131,3,1471.5,2,10M,1.86,11.24,0.81,90.0,1,0.23,2,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
136,2024-04-15 11:37:05+00:00,135,3,1048.0,2,10M,2.85,5.72,0.73,90.0,1,0.35,2,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,3.0
150,2024-04-15 11:37:19+00:00,139,3,1443.0,1,10M,2.19,7.97,0.77,90.0,1,0.27,2,100.0,0.0,0.0,34348.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
166,2024-04-15 11:37:35+00:00,154,3,1799.5,1,10M,2.1,8.81,0.77,90.0,1,0.26,2,100.0,0.0,2.0,34351.0,0.0,11480.0,51.0,5.0,1.0,90.0,3.0
171,2024-04-15 11:37:40+00:00,165,3,1556.0,3,10M,2.01,9.97,0.82,90.0,1,0.24,2,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
184,2024-04-15 11:37:53+00:00,182,3,999.33,2,10M,3.08,5.09,0.7,90.0,1,0.38,2,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,3.0
194,2024-04-15 11:38:03+00:00,191,3,1495.0,2,10M,2.14,7.03,0.79,90.0,1,0.26,2,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
197,2024-04-15 11:38:06+00:00,195,3,1075.5,2,10M,2.84,6.4,0.69,90.0,1,0.35,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
232,2024-04-15 11:38:41+00:00,225,3,1011.0,3,10M,2.66,8.3,0.75,90.0,1,0.32,2,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
237,2024-04-15 11:38:46+00:00,225,3,1135.5,1,10M,2.55,6.33,0.74,90.0,1,0.31,2,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,3.0
242,2024-04-15 11:38:51+00:00,230,3,1354.5,1,10M,2.18,6.57,0.77,90.0,1,0.27,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
247,2024-04-15 11:38:56+00:00,243,3,1514.0,2,10M,2.08,7.53,0.76,90.0,1,0.25,2,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
252,2024-04-15 11:39:01+00:00,239,3,1199.67,1,10M,2.46,6.81,0.76,90.0,1,0.3,2,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
261,2024-04-15 11:39:10+00:00,253,3,1399.0,3,10M,2.44,6.79,0.72,90.0,1,0.3,2,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
267,2024-04-15 11:39:16+00:00,259,3,1392.5,3,10M,1.86,8.51,0.79,90.0,1,0.23,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
272,2024-04-15 11:39:21+00:00,264,3,1326.5,3,10M,2.21,6.51,0.75,90.0,1,0.27,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,3.0
281,2024-04-15 11:39:30+00:00,277,3,1570.0,2,10M,2.25,10.34,0.75,90.0,1,0.27,2,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
290,2024-04-15 11:39:39+00:00,277,3,1169.0,1,10M,2.61,4.17,0.75,90.0,1,0.32,2,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
295,2024-04-15 11:39:44+00:00,282,3,1227.5,1,10M,2.49,7.78,0.74,90.0,1,0.3,2,100.0,0.0,3.0,34375.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
305,2024-04-15 11:39:54+00:00,291,3,1626.67,1,10M,1.92,6.56,0.81,90.0,1,0.23,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
315,2024-04-15 11:40:04+00:00,301,3,1117.0,1,10M,2.44,5.38,0.74,90.0,1,0.3,2,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
335,2024-04-15 11:40:24+00:00,321,3,1255.0,1,10M,2.4,6.88,0.77,90.0,1,0.29,2,100.0,0.0,1.0,34373.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
